idannonce,prix_bien
rodacom-4932003,233000
immo-facile-50432268,572000
guy-hoquet-immo-facile-2782258,315000
hektor-agence-efco-immo-1882,499000
orpi-1-054037E1NK9V,179000
guy-hoquet-immo-facile-2321894,160000
entities-1043690-3730572,411430
orpi-1-054934E2GNRT,114450
gedeon-24173286,330500
safti-1-657686,270000
160967395,229500
rodacom-4461426,297000
ag681391-348958434,573500
hektor-girardi-pfastatt-3180,136000
hektor-agence-efco-immo-1891,439000
hektor-robischung-1770,128400
150707099,171000
hektor-MAYAIMMO2020-1803,672000
mgc-290282505-C-GEI-568-F-AG,303900
hektor-dagon68500-2390,219000
ag681391-365796694,371000
ag670426-338504283,340000
ag750949-305875725,335000
ag681156-319668771,219000
ag681237-311977068,299000
hektor-girardi-blotzheim-2756,386000
mgc-381364278-C-ALG-452-112-AG1,324000
ag681391-348916812,229000
guy-hoquet-immo-facile-2810543,105000
ag671791-288887978,122000
immo-facile-36995823,760000
hektor-girardi-pfastatt-3068,392000
hektor-robischung-2447,138000
rodacom-4503939,240000
citya-immobilier-36-TAPP457433,89000
hektor-lifeimmo-1827,215000
ag681332-366099721,269000
guy-hoquet-immo-facile-5644685,106900
guy-hoquet-immo-facile-2800791,180000
hektor-girardi-pfastatt-3335,260000
nexity-GB00154072,150000
ag680967-328461258,225000
century-21-202_3185_1244,90000
156497449,215537
immo-facile-35200212,119800
safti-1-779397,350000
hektor-MAYAIMMO2020-2007,241500
immo-facile-50781421,147000
135458885,125000
hektor-cdrieux-818,335000
161359823,230000
157544269,389350
150943781,235400
guy-hoquet-immo-facile-2373064,85000
mgc-271980824-VM-FESSENHEIM-20201310,315415
ag681156-252595285,799760
pericles-36629962,273500
151236487,348000
guy-hoquet-immo-facile-2774558,139000
hektor-generalimmo-2771,253000
orpi-1-054037E2BTV6,143000
ag681158-367337362,380000
mgc-337422694-SJ-220324-161613,328000
pericles-36799446,345000
hektor-PAQUIN2020-4,165000
ag670547-293243534,169000
ag680632-241139620,130000
iad-france-817950,220000
hektor-sweethomeconseil-1242,162000
hektor-PAQUIN2020-125,249900
ag681156-342134817,380000
hektor-expertiseimmo-2183,192400
hektor-MAYAIMMO2020-769,199000
hektor-5_lerosenberg-1648,140000
ag681237-317852976,311225
ag440414-371654275,259000
ag681158-378770590,326000
mgc-118756865_EK-MUESPHT-996-EK-MUESP996-120-EK-MUESPHT-996-EK-MUESP996-120,458100
guy-hoquet-immo-facile-4741607,125600
ag681391-350172256,137800
laforet-immo-facile-21268613,144450
ag681237-330475236,269000
immo-facile-35639927,199900
hektor-3ROIIMMOBILIERE-963,82500
immo-facile-45446693,223000
entities-1044601-2802091,792000
mgc-325693932-AP-BRUEBACH-2021712,546500
apimo-4338372,202000
ag680575-176911489,410000
entities-1043690-3639160,321630
ag671791-294238514,55000
rodacom-4323806,77000
ag681237-379328560,191700
iad-france-1080481,260000
entities-1043690-3612816,369865
hektor-MAYAIMMO2020-2156,273000
hektor-girardi-pfastatt-2989,298000
immo-facile-33656316,76900
151357071,259000
guy-hoquet-immo-facile-2163428,122000
entities-1044602-2779487,730500
apimo-8158392,97000
ag670426-343593771,188500
rodacom-5020029,228623
hektor-girardi-pfastatt-2683,129000
immo-facile-52476682,212000
ag670426-333334896,188500
laforet-immo-facile-17950417,171200
iad-france-879746,145000
hektor-generalimmo-3424,182000
hektor-alaingimmo-321,95000
rodacom-4472790,159400
guy-hoquet-immo-facile-5987167,380000
hektor-1_lerosenberg-1844,279000
hektor-generalimmo-2938,315000
ag681158-312957240,645000
ag671474-323365872,349000
immo-facile-35610293,280000
ag671791-297131850,78400
hektor-MAYAIMMO2020-1629,467000
hektor-neoconceptimmo-4863,290000
hektor-robischung-2710,525000
ag671791-348669624,295000
161344803,449290
iad-france-849792,149000
ag750949-300561966,145000
apimo-55633,65000
ag671791-295577291,447000
ag671474-272463596,264660
hektor-MAYAIMMO2020-806,68000
apimo-7102912,233000
ag681106-381292504,459000
immo-facile-45185388,239200
orpi-1-054036E2ECTF,184200
ag681103-334880387,149800
ag340369-379274629,130000
laforet-immo-facile-21080414,329000
ag681120-362891842,205725
immo-facile-52175130,110000
iad-france-1244994,220000
ag671474-315679143,320000
hektor-LECEDREIMMO-35,179900
safti-1-501188,99900
ag681104-274454315,147500
apimo-7429590,335000
apimo-4935166,698250
orpi-1-054043E1D00D,99500
ag681088-374328298,89000
160967227,372800
hektor-CGAIMMOBILIER-764,180200
mgc-334059164-C-ISS-553-C-AG,385000
hektor-girardi-pfastatt-2645,168000
ag681391-373028815,350000
immo-facile-49681661,630000
immo-facile-49252172,127000
immo-facile-50474245,96000
entities-1043690-3836329,300000
mgc-360605083-2RUMERSHEIMLEHAUT94LP2P130,386000
hektor-MAYAIMMO2020-2390,550000
entities-1043690-3679052,278675
ag670547-279850079,120000
ag681156-373921291,398000
ag681158-375213904,221000
rodacom-4475503,105840
ag681106-351947119,249000
hektor-CGAIMMOBILIER-1463,559000
159131715,423900
immo-facile-46691580,235000
ag671791-306304122,695000
hektor-girardi-pfastatt-3121,196000
citya-immobilier-1273-TAPP451076A,187000
ag680297-342191439,263500
ag670426-334999716,319000
orpi-1-054932E230B5,369000
guy-hoquet-immo-facile-2732402,140000
ag681119-327131395,235000
orpi-1-054041E2480Y,69000
mgc-380228727-C-OBE-450-85-AG1,296000
mgc-382059066-C-ENS-322-84-AG2,273600
orpi-1-054038E2DIP1,389000
immo-facile-47818586,332000
hektor-sweethomeconseil-1202,136000
hektor-expertiseimmo-1548,112000
ag333464-292859939,178020
immo-facile-51909116,349000
ag681110-360491878,405600
ag681103-351782610,179000
ag680633-235909462,319000
ag671791-318817500,106900
ag680632-277986830,55000
immo-facile-52478165,212000
hektor-immo-wittenheim-3245,245000
orpi-1-054037E29PKY,339794
ag671791-281161415,185000
mgc-242113278-pp-200305-101820,199689
laforet-immo-facile-21341730,450000
ag680010-278688854,241500
ag681109-375011566,191000
mgc-381394424-CWE-230406-154651,258750
guy-hoquet-immo-facile-5548370,80000
rodacom-5226857,299500
iad-france-1291565,125000
hektor-MAYAIMMO2020-2542,99000
ag750949-319666674,106500
adapt-immo-75008124889,700000
ag681404-347313072,239650
guy-hoquet-immo-facile-6002334,46000
immo-facile-47509008,209600
ag370631-376333453,161700
ag681425-330520818,318000
ag680010-278715554,173250
ag671791-336338538,250000
guy-hoquet-immo-facile-4182041,240000
ag671791-299806425,200000
immo-facile-52117802,280000
guy-hoquet-immo-facile-2776115,180000
ag681145-372122908,399000
ag681158-322844523,333000
hektor-girardi-pfastatt-2861,289000
mgc-340058895-MANSPACH550VV2P,290000
ag681158-296383620,72000
immo-facile-48167596,246100
rodacom-4475070,270000
orpi-1-054933E2HZLP,1104000
mgc-362203699-2HOUSSEN743JCTP165,697000
ag681542-379641729,104900
ag671633-315178743,130000
immo-facile-51660707,239200
ag681104-365693506,230000
ag671913-380687251,198000
ag671474-364591351,64800
hektor-cdrieux-521,72000
orpi-1-054048E1PSAP,376000
immo-facile-37610867,350000
orpi-1-054927E1HHYR,457600
hektor-5_lerosenberg-1076,189000
entities-1044599-2798784,423840
orpi-1-054048E299U6,330000
ag681237-293397398,295000
rodacom-4640834,143000
immo-facile-47808840,265200
hektor-1_lerosenberg-1784,549000
mgc-377659500-C-TUR-500-115-AG,446500
ag681145-375973501,395000
iad-france-1204093,305000
gedeon-26431642,406000
gedeon-24147516,285000
apimo-82388354,129000
gedeon-24643525,292350
immo-facile-48058924,239200
orpi-1-054933E20AXS,247000
hektor-girardi-pfastatt-3022,195000
gedeon-23728757,366500
ag681391-356358751,286000
ag681106-371363449,193000
hektor-robischung-2508,325000
immo-facile-44213017,168000
iad-france-1095692,229900
ag681088-328474635,87000
iad-france-993956,127500
ag680010-278688872,82500
safti-1-572451,93000
immo-facile-50596892,354000
ag671633-331252593,157000
immo-facile-42861662,325000
hektor-dagon68390-2369,214000
entities-1044602-2807088,753000
gedeon-23728773,219000
orpi-1-054927E1TJW7,150500
immo-facile-46693676,265000
immo-facile-46237660,340000
hektor-moebel-immo-54,279000
orpi-1-054927E17E7L,108000
immo-facile-2344917,70000
iad-france-1074314,129000
hektor-LECEDREIMMO-182,441000
mgc-361701430-BATTENHEIM690LB2P130,477700
151105447,178500
hektor-sweethomeconseil-1288,329000
157940465,254000
ag680775-382435630,282000
immo-facile-49590662,100000
rodacom-4582841,324348
ag681158-357208144,349000
hektor-agcinqpattes-55,134750
guy-hoquet-immo-facile-4402565,235000
hektor-immolandismunst-1124,172000
guy-hoquet-immo-facile-5992071,115600
guy-hoquet-immo-facile-6038988,99500
safti-1-777450,97000
immo-facile-33996292,119800
entities-1043690-3678295,298195
ag250493-250725637,338000
mgc-325017849-AP-MAGSTATT_LE_BAS-2021111,420600
mgc-357086233-FORTSCHWIHR467LP2P130,425000
gedeon-23682679,240000
hektor-girardi-pfastatt-3376,318000
hektor-girardi-pfastatt-3152,269000
mgc-ancien-L01_0F01_067641,67700
mgc-370662340-RK_MSB_JETT_TM386,273800
iad-france-1263301,165000
ag670547-289075904,240000
hektor-immo-wittenheim-3081,343200
apimo-7219501,55000
immo-facile-47847711,136200
hektor-sweethomeconseil-1134,119900
apimo-2532808,152000
ag680824-242517691,130000
ag753274-364886746,169000
hektor-agence-efco-immo-1501,220000
gedeon-22837744,64800
safti-1-873138,460000
ag681110-343373145,241500
156954025,176000
entities-1043690-3634347,278270
mgc-382190624-MS-230414-102249,352000
immo-facile-adresse-12802863,286200
mgc-382025215-VM-DIDENHEIM-2023134,365000
ag671791-324715926,116000
guy-hoquet-immo-facile-1709004,316000
orpi-1-054927E1T6Y3,160500
iad-france-1279885,259000
adapt-immo-680091304,389000
hektor-MAYAIMMO2020-2358,199000
orpi-1-054037E1PL5L,392271
immo-facile-48189221,145900
ag681120-372348421,149900
hektor-girardi-pfastatt-3151,272000
immo-facile-49171080,894400
156203157,180000
157403315,254200
iad-france-1175302,83000
ag681158-369564016,258000
ag671913-357001777,117900
ag670426-343593852,325000
entities-1044601-2814491,736000
161068485,110000
rodacom-4607652,208000
safti-1-788125,375000
ag751938-303840540,269990
guy-hoquet-immo-facile-5769465,421000
hektor-5_lerosenberg-1722,280000
orpi-1-054039E1M2MZ,359000
apimo-4425558,577000
orpi-1-054928E28XJO,296800
immo-facile-50217350,99000
entities-1044599-2800108,422800
apimo-5729280,299000
hektor-MAYAIMMO2020-2194,649000
guy-hoquet-immo-facile-2716009,140000
immo-facile-48316286,270000
ag680278-241267333,351750
safti-1-660638,230000
safti-1-712090,189000
immo-facile-2461023,143617
laforet-immo-facile-19704459,140000
orpi-1-054038E2FFPR,228000
mgc-318964676-MS-211008-155850,336000
hektor-MAYAIMMO2020-2334,252000
orpi-1-054038E2KJZ4,179900
immo-facile-34208225,270000
orpi-1-054037E0MQP9,172000
ag681391-365796835,210000
laforet-immo-facile-21303972,311000
hektor-robischung-2633,230000
entities-1044599-2651053,287000
ag681158-367686028,292000
hektor-dagon68390-2434,113000
152858151,148698
iad-france-1302461,265000
ag671791-294574574,109000
iad-france-1282087,237500
ag671791-354098107,102600
mgc-363150700-CLM_-_RIBEAUVILLE_-_20221019,447700
mgc-297578937-RK_MSB_GUEWENHEIM_TM1000,393500
safti-1-622267,495000
orpi-1-054043E1GAE0,395000
rodacom-4552227,470250
orpi-1-054037E1ZR3P,233000
ag681332-322465686,399000
guy-hoquet-immo-facile-5564596,136000
orpi-1-054927E1KRO7,254000
immo-facile-adresse-10903121,279000
orpi-1-054928E1UKQK,603200
ag671791-316649424,447000
152834951,149000
mgc-348258385-SJ-220621-190910,418000
hektor-valencay-immo-2572,693000
ag681110-344958951,312000
hektor-MAYAIMMO2020-1861,509600
ag681158-334660494,169000
immo-facile-50677401,234913
ag681106-324490362,48000
130863217,460000
hektor-1_lerosenberg-1381,240000
ag671791-305218998,159750
guy-hoquet-immo-facile-2603464,61000
hektor-robischung-2693,220000
hektor-MAYAIMMO2020-1609,345000
immo-facile-49984149,109000
ag671474-290930708,153000
hektor-MAYAIMMO2020-1808,112000
orpi-1-054036E2CBJ3,167900
ag681158-347534445,367000
apimo-4548640,205000
guy-hoquet-immo-facile-5017406,150000
orpi-1-054932E1WKXU,237000
ag440414-334906362,339000
155970941,161300
159579873,334200
mgc-298750268-SJ-210420-152630,379500
immo-facile-45676913,399000
immo-facile-3412549,575000
148717567,364000
safti-1-880662,184000
immo-facile-2293299,253200
ag681204-363758146,239000
ag681237-343693968,163236
ag333747-354300511,69900
hektor-ifeaimmo-1657,368500
guy-hoquet-immo-facile-2779161,286500
hektor-cpdelta-39,270000
ag681104-347281902,432500
immo-facile-50731518,194400
mgc-363771870-C-RUS-435-B-AG-2,260000
laforet-immo-facile-17722121,171200
ag681088-363623668,153000
ag681109-337429815,228800
century-21-202_3185_971,339000
hektor-PAQUIN2020-28,149900
ag671791-318273840,79800
immo-facile-50103764,338000
hektor-MAYAIMMO2020-1759,199500
immo-facile-52055274,317200
ag681106-321897699,240000
rodacom-4681456,261000
ag671791-282402029,185000
hektor-agcinqpattes-37,249000
guy-hoquet-immo-facile-6280440,240000
hektor-CGAIMMOBILIER-1769,299775
152034283,156000
ag681158-266799902,65000
ag340369-362968384,60000
ag340369-348075531,190500
iad-france-1151503,412000
orpi-1-054932E1VV2O,237000
hektor-3ROIIMMOBILIERE-959,225000
orpi-1-054037E1J4Q8,195000
orpi-1-054927E1PFJQ,134172
ag681055-297613050,96300
immo-facile-47502213,199900
ag681158-359345206,690000
ag681391-323976585,188000
mgc-375979616-SJ-230214-181858,335000
apimo-4210576,135680
ag681404-326621103,249900
ag680010-278688983,99000
entities-1042950-3885249,338000
immo-facile-49835851,495000
guy-hoquet-immo-facile-6216686,105000
ag681237-372141646,299620
mgc-346943331-2CARSPACH450LP4P120,355750
ag680575-262230982,199500
safti-1-796878,162000
ag681332-364361377,349000
immo-facile-46134166,192000
nexity-GB00131539,135000
ag671474-373434742,142500
orpi-1-054036E2AOVF,85350
ag440414-380625145,232100
laforet-immo-facile-18329800,245000
orpi-1-054041E21T8H,169000
iad-france-1195634,127500
pericles-36629963,275000
ag681444-344791122,289000
ag340369-341157660,420000
rodacom-4604170,268500
hektor-girardi-pfastatt-3114,75000
ag681210-336617574,353600
century-21-202_3377_177,336000
immo-facile-adresse-12689624,149990
ag680775-376778620,490000
iad-france-1251497,370000
entities-1044602-2659192,826000
apimo-5925752,689000
ag671791-383297537,99360
ag680775-381102442,213000
158957333,519000
hektor-mhimmobilier-1322,189000
154894271,84000
immo-facile-49784205,450000
ag681141-343916601,410000
guy-hoquet-immo-facile-4245173,161800
hektor-moebel-immo-306,593000
144650015,205400
entities-1043690-3888205,350000
ag681158-379523521,229000
iad-france-1151834,259900
orpi-1-054037E1JHEA,252000
mgc-340059066-BATTENHEIM690VVTP,465000
ag671791-308425260,117000
adapt-immo-680091540,297916
guy-hoquet-immo-facile-3761935,232000
ag671474-282219599,82000
mgc-363764349-C-BAL-500-AG-2,302000
guy-hoquet-immo-facile-5799110,192000
ag671633-318868074,238863
guy-hoquet-immo-facile-5973067,199900
immo-facile-50704111,176800
ag680460-331648691,111000
hektor-MAYAIMMO2020-1551,349500
iad-france-847456,450000
144412327,183570
ag311656-347751753,150000
ag681088-328947894,235000
153331847,204000
hektor-generalimmo-3320,741000
ag681158-361609633,394000
hektor-girardi-pfastatt-2692,222000
158802361,370000
ag671791-312177474,105000
immo-facile-30598041,486400
160182115,385500
orpi-1-054037E1KDP7,225000
hektor-moebel-immo-182,440000
immo-facile-51269876,335000
rodacom-4568043,325000
entities-1044598-2713080,405600
rodacom-5151757,252500
ag680297-332334429,229000
ag681154-325702263,247900
hektor-cdrieux-675,425000
guy-hoquet-immo-facile-5529277,296500
guy-hoquet-immo-facile-5989431,130600
ag671791-302544399,230000
hektor-lifeimmo-1956,108000
entities-1044599-2800101,354750
ag680010-307285836,370000
gedeon-24148763,395000
hektor-MAYAIMMO2020-1860,85000
ag681122-330254226,294000
mgc-360312269-SJ-220928-153955,346000
ag671791-308292732,171000
immo-facile-32542625,109800
hektor-MAYAIMMO2020-2270,225000
gedeon-24394092,274900
guy-hoquet-immo-facile-76624,128400
ag671913-367020589,140000
mgc-367975738-CLM-fortschwihr-20221125,315740
hektor-PAQUIN2020-94,273000
nexity-GB00068334,99500
safti-1-531357,169000
ag060811-371712862,139750
hektor-generalimmo-3401,817000
ag680297-233876161,755000
ag680010-335951337,183750
adapt-immo-680091347,142000
ag671474-312321879,389000
entities-1042950-3869680,366038
ag750949-307973946,312000
ag680967-249214813,78750
hektor-1_lerosenberg-656,349000
immo-facile-42267496,110000
hektor-amsignatureimmo-53,540800
ag680010-205568469,199000
hektor-MAYAIMMO2020-1964,590000
ag681120-342526389,310000
hektor-MAYAIMMO2020-2333,364000
apimo-4211803,175000
ag671913-375748375,499000
safti-1-583785,190000
rodacom-4722187,233000
ag681158-368235487,347000
ag671791-321450051,227900
ag681158-299691438,118000
citya-immobilier-1273-TMAI130871A,395000
ag681113-242905471,135000
ag681212-322163355,350000
iad-france-1116778,210000
ag681158-307711413,205000
entities-1044601-2814157,687000
guy-hoquet-immo-facile-2597167,421000
ag681156-297795417,795000
immo-facile-51199609,329000
mgc-169948102,327000
entities-1044601-2656571,786900
ag671913-327825945,236559
hektor-ELSASS2020-883,294000
ag681158-314329293,884000
rodacom-3699878,191000
immo-facile-37654474,96800
ag681158-329696043,237000
apimo-7294642,540000
ag681140-328182435,750000
hektor-ifeaimmo-828,128000
ag681120-321481995,735000
159174247,100000
ag680286-318867975,380000
ag671474-366400036,219000
immo-facile-49309511,295000
161402833,201670
ag680632-251888038,68000
ag681158-364354480,222000
laforet-immo-facile-16566499,171200
hektor-immo-wittenheim-3145,147000
hektor-MAYAIMMO2020-2516,287000
orpi-1-054041E1GF1Z,181900
ag681101-315299262,192000
immo-facile-36470004,148000
145751285,274000
ag680010-348122055,241500
hektor-CGAIMMOBILIER-726,325500
mgc-383183851-pp-230424-091152,293080
hektor-immolandismunst-1114,437000
rodacom-3951375,181000
guy-hoquet-immo-facile-5819750,390000
hektor-ELSASS2020-2269,324900
ag681158-373695424,173000
mgc-279430335-MS-201203-155604,329500
hektor-PAQUIN2020-78,174900
mgc-340656194-C-BRU-470-B-OS,349600
ag681332-346670523,495000
hektor-alaingimmo-329,122000
ag681156-269150210,649000
hektor-girardi-blotzheim-2755,168000
ag671474-377559652,85000
hektor-generalimmo-3432,294000
iad-france-798077,107000
immo-facile-40492780,239200
iad-france-992733,245000
